model,task,metric,layer,init,n_seeds,pre_mean,rnd_mean,mean,delta,ci_lo,ci_hi,q_value,per_seed_delta
llama32_3b,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.1635,0.1815,0.1635,-0.0179,-0.0494,0.0273,,s7:-0.032;s17:+0.027;s27:-0.049
llama32_3b,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.158,0.1809,0.158,-0.0229,-0.0654,0.034,,s7:-0.037;s17:+0.034;s27:-0.065
llama32_3b,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.957,0.9688,0.957,-0.0117,-0.0312,0.0039,,s7:+0.004;s17:-0.031;s27:-0.008
llama32_3b,P9_changepoint_present,macro_f1,L1,pretrained_minus_random,3,0.957,0.9687,0.957,-0.0117,-0.0313,0.0039,,s7:+0.004;s17:-0.031;s27:-0.008
llama32_3b,P10_changepoint_location,balanced_accuracy,p25,pretrained_minus_random,3,0.3338,0.3519,0.3338,-0.018,-0.132,0.112,,s7:-0.132;s17:-0.034;s27:+0.112
llama32_3b,P10_changepoint_location,macro_f1,p25,pretrained_minus_random,3,0.319,0.3496,0.319,-0.0306,-0.1419,0.092,,s7:-0.142;s17:-0.042;s27:+0.092
llama32_3b,P1_trend_direction,balanced_accuracy,p25,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P1_trend_direction,macro_f1,p25,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P2_trend_strength,balanced_accuracy,p25,pretrained_minus_random,3,0.3673,0.3383,0.3673,0.0289,0.0187,0.0366,,s7:+0.032;s17:+0.019;s27:+0.037
llama32_3b,P2_trend_strength,macro_f1,p25,pretrained_minus_random,3,0.3588,0.3326,0.3588,0.0262,0.0107,0.0449,,s7:+0.023;s17:+0.011;s27:+0.045
llama32_3b,P2b_trend_strength_reg,r2,p25,pretrained_minus_random,3,-0.3054,-0.304,-0.3054,-0.0015,-0.0525,0.0755,,s7:+0.076;s17:-0.053;s27:-0.027
llama32_3b,P2b_trend_strength_reg,nmae,p25,pretrained_minus_random,3,0.9204,0.9131,0.9204,0.0073,-0.0142,0.0337,,s7:-0.014;s17:+0.034;s27:+0.002
llama32_3b,P3_periodicity_present,balanced_accuracy,p25,pretrained_minus_random,3,0.9792,0.984,0.9792,-0.0049,-0.0167,0.0042,,s7:-0.017;s17:+0.004;s27:-0.002
llama32_3b,P3_periodicity_present,macro_f1,p25,pretrained_minus_random,3,0.9811,0.9824,0.9811,-0.0013,-0.0099,0.0092,,s7:-0.010;s17:+0.009;s27:-0.003
llama32_3b,P4_dominant_period,balanced_accuracy,p25,pretrained_minus_random,3,0.5785,0.4001,0.5785,0.1784,0.0927,0.2648,,s7:+0.178;s17:+0.093;s27:+0.265
llama32_3b,P4_dominant_period,macro_f1,p25,pretrained_minus_random,3,0.5696,0.3981,0.5696,0.1715,0.0792,0.2564,,s7:+0.179;s17:+0.079;s27:+0.256
llama32_3b,P4b_dominant_period_reg,r2,p25,pretrained_minus_random,3,0.9447,0.6155,0.9447,0.3292,0.2596,0.4525,,s7:+0.260;s17:+0.276;s27:+0.452
llama32_3b,P4b_dominant_period_reg,nmae,p25,pretrained_minus_random,3,0.1845,0.4877,0.1845,-0.3033,-0.3823,-0.2581,,s7:-0.258;s17:-0.269;s27:-0.382
llama32_3b,P5_local_dependence,balanced_accuracy,p25,pretrained_minus_random,3,0.4381,0.3143,0.4381,0.1239,0.0887,0.191,,s7:+0.092;s17:+0.089;s27:+0.191
llama32_3b,P5_local_dependence,macro_f1,p25,pretrained_minus_random,3,0.4287,0.3099,0.4287,0.1188,0.0767,0.1885,,s7:+0.091;s17:+0.077;s27:+0.188
llama32_3b,P5b_local_dependence_reg,r2,p25,pretrained_minus_random,3,0.304,-0.1016,0.304,0.4056,0.303,0.564,,s7:+0.350;s17:+0.303;s27:+0.564
llama32_3b,P5b_local_dependence_reg,nmae,p25,pretrained_minus_random,3,0.6683,0.8573,0.6683,-0.189,-0.2823,-0.1238,,s7:-0.161;s17:-0.124;s27:-0.282
llama32_3b,P6_noise_level,balanced_accuracy,p25,pretrained_minus_random,3,0.477,0.4639,0.477,0.0132,-0.0296,0.0848,,s7:+0.085;s17:-0.030;s27:-0.016
llama32_3b,P6_noise_level,macro_f1,p25,pretrained_minus_random,3,0.4708,0.4588,0.4708,0.012,-0.0369,0.0862,,s7:+0.086;s17:-0.037;s27:-0.013
llama32_3b,P7_anomaly_present,balanced_accuracy,p25,pretrained_minus_random,3,0.7122,0.638,0.7122,0.0742,0.0391,0.0938,,s7:+0.094;s17:+0.039;s27:+0.090
llama32_3b,P7_anomaly_present,macro_f1,p25,pretrained_minus_random,3,0.7116,0.6353,0.7116,0.0763,0.041,0.0981,,s7:+0.098;s17:+0.041;s27:+0.090
llama32_3b,P8_anomaly_location,balanced_accuracy,p25,pretrained_minus_random,3,0.1657,0.1928,0.1657,-0.0271,-0.0702,-0.0031,,s7:-0.008;s17:-0.003;s27:-0.070
llama32_3b,P8_anomaly_location,macro_f1,p25,pretrained_minus_random,3,0.1672,0.1908,0.1672,-0.0236,-0.0692,0.0007,,s7:-0.002;s17:+0.001;s27:-0.069
llama32_3b,P9_changepoint_present,balanced_accuracy,p25,pretrained_minus_random,3,0.9779,0.9727,0.9779,0.0052,-0.0039,0.0156,,s7:+0.016;s17:-0.004;s27:+0.004
llama32_3b,P9_changepoint_present,macro_f1,p25,pretrained_minus_random,3,0.9779,0.9726,0.9779,0.0052,-0.0039,0.0156,,s7:+0.016;s17:-0.004;s27:+0.004
llama32_3b,P10_changepoint_location,balanced_accuracy,p50,pretrained_minus_random,3,0.3709,0.3475,0.3709,0.0234,-0.0038,0.0718,,s7:-0.004;s17:+0.072;s27:+0.002
llama32_3b,P10_changepoint_location,macro_f1,p50,pretrained_minus_random,3,0.356,0.3445,0.356,0.0116,-0.0124,0.0464,,s7:+0.001;s17:+0.046;s27:-0.012
llama32_3b,P1_trend_direction,balanced_accuracy,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P1_trend_direction,macro_f1,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P2_trend_strength,balanced_accuracy,p50,pretrained_minus_random,3,0.3933,0.319,0.3933,0.0743,0.039,0.1254,,s7:+0.039;s17:+0.059;s27:+0.125
llama32_3b,P2_trend_strength,macro_f1,p50,pretrained_minus_random,3,0.3872,0.3111,0.3872,0.0761,0.0406,0.1286,,s7:+0.041;s17:+0.059;s27:+0.129
llama32_3b,P2b_trend_strength_reg,r2,p50,pretrained_minus_random,3,-0.3075,-0.2611,-0.3075,-0.0464,-0.1463,0.0391,,s7:+0.039;s17:-0.146;s27:-0.032
llama32_3b,P2b_trend_strength_reg,nmae,p50,pretrained_minus_random,3,0.9032,0.9097,0.9032,-0.0066,-0.0285,0.0104,,s7:-0.028;s17:+0.010;s27:-0.002
llama32_3b,P3_periodicity_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9729,0.9833,0.9729,-0.0104,-0.0229,0.0062,,s7:-0.023;s17:+0.006;s27:-0.015
llama32_3b,P3_periodicity_present,macro_f1,p50,pretrained_minus_random,3,0.9729,0.9823,0.9729,-0.0095,-0.0215,0.0093,,s7:-0.016;s17:+0.009;s27:-0.021
llama32_3b,P4_dominant_period,balanced_accuracy,p50,pretrained_minus_random,3,0.7324,0.4247,0.7324,0.3077,0.2416,0.4158,,s7:+0.242;s17:+0.266;s27:+0.416
llama32_3b,P4_dominant_period,macro_f1,p50,pretrained_minus_random,3,0.7296,0.4226,0.7296,0.307,0.2396,0.4166,,s7:+0.240;s17:+0.265;s27:+0.417
llama32_3b,P4b_dominant_period_reg,r2,p50,pretrained_minus_random,3,0.939,0.633,0.939,0.306,0.233,0.3925,,s7:+0.233;s17:+0.293;s27:+0.392
llama32_3b,P4b_dominant_period_reg,nmae,p50,pretrained_minus_random,3,0.1889,0.4731,0.1889,-0.2842,-0.3292,-0.2417,,s7:-0.242;s17:-0.282;s27:-0.329
llama32_3b,P5_local_dependence,balanced_accuracy,p50,pretrained_minus_random,3,0.4567,0.3691,0.4567,0.0876,0.0632,0.1258,,s7:+0.074;s17:+0.126;s27:+0.063
llama32_3b,P5_local_dependence,macro_f1,p50,pretrained_minus_random,3,0.4516,0.3642,0.4516,0.0874,0.061,0.1231,,s7:+0.078;s17:+0.123;s27:+0.061
llama32_3b,P5b_local_dependence_reg,r2,p50,pretrained_minus_random,3,0.3396,-0.0446,0.3396,0.3842,0.3181,0.4764,,s7:+0.358;s17:+0.318;s27:+0.476
llama32_3b,P5b_local_dependence_reg,nmae,p50,pretrained_minus_random,3,0.6589,0.8366,0.6589,-0.1777,-0.2298,-0.116,,s7:-0.187;s17:-0.116;s27:-0.230
llama32_3b,P6_noise_level,balanced_accuracy,p50,pretrained_minus_random,3,0.5178,0.4676,0.5178,0.0502,0.0066,0.0975,,s7:+0.098;s17:+0.007;s27:+0.047
llama32_3b,P6_noise_level,macro_f1,p50,pretrained_minus_random,3,0.5166,0.4612,0.5166,0.0555,0.0095,0.1036,,s7:+0.104;s17:+0.009;s27:+0.053
llama32_3b,P7_anomaly_present,balanced_accuracy,p50,pretrained_minus_random,3,0.7253,0.6628,0.7253,0.0625,0.0391,0.0859,,s7:+0.086;s17:+0.062;s27:+0.039
llama32_3b,P7_anomaly_present,macro_f1,p50,pretrained_minus_random,3,0.7242,0.6606,0.7242,0.0636,0.0394,0.0879,,s7:+0.088;s17:+0.064;s27:+0.039
llama32_3b,P8_anomaly_location,balanced_accuracy,p50,pretrained_minus_random,3,0.2171,0.1835,0.2171,0.0336,0.0115,0.0508,,s7:+0.051;s17:+0.039;s27:+0.012
llama32_3b,P8_anomaly_location,macro_f1,p50,pretrained_minus_random,3,0.2145,0.1872,0.2145,0.0272,-0.0029,0.0447,,s7:+0.045;s17:+0.040;s27:-0.003
llama32_3b,P9_changepoint_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9557,0.9753,0.9557,-0.0195,-0.0312,0.0,,s7:+0.000;s17:-0.031;s27:-0.027
llama32_3b,P9_changepoint_present,macro_f1,p50,pretrained_minus_random,3,0.9557,0.9752,0.9557,-0.0195,-0.0313,0.0,,s7:+0.000;s17:-0.031;s27:-0.027
llama32_3b,P10_changepoint_location,balanced_accuracy,p75,pretrained_minus_random,3,0.3429,0.3635,0.3429,-0.0206,-0.0735,0.0087,,s7:-0.074;s17:+0.009;s27:+0.003
llama32_3b,P10_changepoint_location,macro_f1,p75,pretrained_minus_random,3,0.3234,0.3641,0.3234,-0.0408,-0.109,-0.0034,,s7:-0.109;s17:-0.003;s27:-0.010
llama32_3b,P1_trend_direction,balanced_accuracy,p75,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P1_trend_direction,macro_f1,p75,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P2_trend_strength,balanced_accuracy,p75,pretrained_minus_random,3,0.385,0.3138,0.385,0.0711,0.0442,0.1196,,s7:+0.044;s17:+0.120;s27:+0.050
llama32_3b,P2_trend_strength,macro_f1,p75,pretrained_minus_random,3,0.3777,0.3083,0.3777,0.0694,0.0333,0.1218,,s7:+0.033;s17:+0.122;s27:+0.053
llama32_3b,P2b_trend_strength_reg,r2,p75,pretrained_minus_random,3,-0.2089,-0.2083,-0.2089,-0.0006,-0.2161,0.1318,,s7:+0.132;s17:-0.216;s27:+0.082
llama32_3b,P2b_trend_strength_reg,nmae,p75,pretrained_minus_random,3,0.8762,0.8836,0.8762,-0.0073,-0.055,0.0456,,s7:-0.055;s17:+0.046;s27:-0.013
llama32_3b,P3_periodicity_present,balanced_accuracy,p75,pretrained_minus_random,3,0.9701,0.9833,0.9701,-0.0132,-0.025,0.0042,,s7:-0.025;s17:+0.004;s27:-0.019
llama32_3b,P3_periodicity_present,macro_f1,p75,pretrained_minus_random,3,0.9708,0.9823,0.9708,-0.0116,-0.0217,0.0062,,s7:-0.019;s17:+0.006;s27:-0.022
llama32_3b,P4_dominant_period,balanced_accuracy,p75,pretrained_minus_random,3,0.7598,0.42,0.7598,0.3398,0.2521,0.4552,,s7:+0.312;s17:+0.252;s27:+0.455
llama32_3b,P4_dominant_period,macro_f1,p75,pretrained_minus_random,3,0.7581,0.4195,0.7581,0.3386,0.2498,0.4519,,s7:+0.314;s17:+0.250;s27:+0.452
llama32_3b,P4b_dominant_period_reg,r2,p75,pretrained_minus_random,3,0.9275,0.6141,0.9275,0.3134,0.2596,0.3738,,s7:+0.260;s17:+0.307;s27:+0.374
llama32_3b,P4b_dominant_period_reg,nmae,p75,pretrained_minus_random,3,0.2071,0.4964,0.2071,-0.2893,-0.3141,-0.2635,,s7:-0.263;s17:-0.290;s27:-0.314
llama32_3b,P5_local_dependence,balanced_accuracy,p75,pretrained_minus_random,3,0.4771,0.3605,0.4771,0.1166,0.0758,0.1439,,s7:+0.144;s17:+0.130;s27:+0.076
llama32_3b,P5_local_dependence,macro_f1,p75,pretrained_minus_random,3,0.4661,0.3562,0.4661,0.1099,0.0736,0.1369,,s7:+0.137;s17:+0.119;s27:+0.074
llama32_3b,P5b_local_dependence_reg,r2,p75,pretrained_minus_random,3,0.3252,0.007,0.3252,0.3182,0.2308,0.4277,,s7:+0.296;s17:+0.231;s27:+0.428
llama32_3b,P5b_local_dependence_reg,nmae,p75,pretrained_minus_random,3,0.6657,0.8242,0.6657,-0.1584,-0.2114,-0.0894,,s7:-0.175;s17:-0.089;s27:-0.211
llama32_3b,P6_noise_level,balanced_accuracy,p75,pretrained_minus_random,3,0.48,0.4602,0.48,0.0198,-0.0152,0.0493,,s7:+0.025;s17:-0.015;s27:+0.049
llama32_3b,P6_noise_level,macro_f1,p75,pretrained_minus_random,3,0.4792,0.4526,0.4792,0.0266,-0.0099,0.0578,,s7:+0.032;s17:-0.010;s27:+0.058
llama32_3b,P7_anomaly_present,balanced_accuracy,p75,pretrained_minus_random,3,0.7435,0.6575,0.7435,0.0859,0.0781,0.0938,,s7:+0.094;s17:+0.086;s27:+0.078
llama32_3b,P7_anomaly_present,macro_f1,p75,pretrained_minus_random,3,0.7418,0.6551,0.7418,0.0867,0.0784,0.0931,,s7:+0.093;s17:+0.089;s27:+0.078
llama32_3b,P8_anomaly_location,balanced_accuracy,p75,pretrained_minus_random,3,0.1889,0.1805,0.1889,0.0084,-0.044,0.0481,,s7:+0.021;s17:+0.048;s27:-0.044
llama32_3b,P8_anomaly_location,macro_f1,p75,pretrained_minus_random,3,0.1885,0.1842,0.1885,0.0043,-0.0541,0.0424,,s7:+0.025;s17:+0.042;s27:-0.054
llama32_3b,P9_changepoint_present,balanced_accuracy,p75,pretrained_minus_random,3,0.9701,0.9766,0.9701,-0.0065,-0.0352,0.0156,,s7:+0.016;s17:-0.035;s27:+0.000
llama32_3b,P9_changepoint_present,macro_f1,p75,pretrained_minus_random,3,0.97,0.9766,0.97,-0.0065,-0.0352,0.0156,,s7:+0.016;s17:-0.035;s27:+0.000
llama32_3b,P10_changepoint_location,balanced_accuracy,final,pretrained_minus_random,3,0.2992,0.3313,0.2992,-0.0321,-0.0561,-0.0003,,s7:-0.056;s17:-0.040;s27:-0.000
llama32_3b,P10_changepoint_location,macro_f1,final,pretrained_minus_random,3,0.2942,0.3315,0.2942,-0.0373,-0.0779,-0.0002,,s7:-0.078;s17:-0.034;s27:-0.000
llama32_3b,P1_trend_direction,balanced_accuracy,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P1_trend_direction,macro_f1,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P2_trend_strength,balanced_accuracy,final,pretrained_minus_random,3,0.3714,0.3219,0.3714,0.0495,0.037,0.0564,,s7:+0.056;s17:+0.055;s27:+0.037
llama32_3b,P2_trend_strength,macro_f1,final,pretrained_minus_random,3,0.3666,0.3134,0.3666,0.0531,0.0445,0.0612,,s7:+0.054;s17:+0.061;s27:+0.044
llama32_3b,P2b_trend_strength_reg,r2,final,pretrained_minus_random,3,-0.2113,-0.2019,-0.2113,-0.0094,-0.2316,0.1408,,s7:+0.141;s17:-0.232;s27:+0.063
llama32_3b,P2b_trend_strength_reg,nmae,final,pretrained_minus_random,3,0.8821,0.8872,0.8821,-0.005,-0.0603,0.0931,,s7:-0.060;s17:+0.093;s27:-0.048
llama32_3b,P3_periodicity_present,balanced_accuracy,final,pretrained_minus_random,3,0.966,0.9819,0.966,-0.016,-0.0271,0.0042,,s7:-0.025;s17:+0.004;s27:-0.027
llama32_3b,P3_periodicity_present,macro_f1,final,pretrained_minus_random,3,0.9666,0.9813,0.9666,-0.0147,-0.031,0.0061,,s7:-0.019;s17:+0.006;s27:-0.031
llama32_3b,P4_dominant_period,balanced_accuracy,final,pretrained_minus_random,3,0.7269,0.3982,0.7269,0.3287,0.2933,0.3892,,s7:+0.303;s17:+0.293;s27:+0.389
llama32_3b,P4_dominant_period,macro_f1,final,pretrained_minus_random,3,0.7237,0.3984,0.7237,0.3253,0.287,0.3873,,s7:+0.302;s17:+0.287;s27:+0.387
llama32_3b,P4b_dominant_period_reg,r2,final,pretrained_minus_random,3,0.9098,0.577,0.9098,0.3328,0.3074,0.3735,,s7:+0.307;s17:+0.318;s27:+0.374
llama32_3b,P4b_dominant_period_reg,nmae,final,pretrained_minus_random,3,0.2284,0.5176,0.2284,-0.2892,-0.3081,-0.2748,,s7:-0.285;s17:-0.275;s27:-0.308
llama32_3b,P5_local_dependence,balanced_accuracy,final,pretrained_minus_random,3,0.4514,0.3685,0.4514,0.0829,0.0655,0.1076,,s7:+0.076;s17:+0.066;s27:+0.108
llama32_3b,P5_local_dependence,macro_f1,final,pretrained_minus_random,3,0.4473,0.3622,0.4473,0.0851,0.0606,0.1114,,s7:+0.083;s17:+0.061;s27:+0.111
llama32_3b,P5b_local_dependence_reg,r2,final,pretrained_minus_random,3,0.2939,0.0012,0.2939,0.2927,0.28,0.3006,,s7:+0.280;s17:+0.301;s27:+0.297
llama32_3b,P5b_local_dependence_reg,nmae,final,pretrained_minus_random,3,0.6829,0.8202,0.6829,-0.1374,-0.154,-0.1139,,s7:-0.144;s17:-0.114;s27:-0.154
llama32_3b,P6_noise_level,balanced_accuracy,final,pretrained_minus_random,3,0.5096,0.4597,0.5096,0.0498,0.028,0.062,,s7:+0.062;s17:+0.028;s27:+0.059
llama32_3b,P6_noise_level,macro_f1,final,pretrained_minus_random,3,0.5059,0.4533,0.5059,0.0525,0.0341,0.0633,,s7:+0.060;s17:+0.034;s27:+0.063
llama32_3b,P7_anomaly_present,balanced_accuracy,final,pretrained_minus_random,3,0.7617,0.6523,0.7617,0.1094,0.082,0.1367,,s7:+0.109;s17:+0.137;s27:+0.082
llama32_3b,P7_anomaly_present,macro_f1,final,pretrained_minus_random,3,0.7601,0.6502,0.7601,0.1098,0.083,0.1371,,s7:+0.109;s17:+0.137;s27:+0.083
llama32_3b,P8_anomaly_location,balanced_accuracy,final,pretrained_minus_random,3,0.1596,0.1701,0.1596,-0.0106,-0.104,0.0699,,s7:+0.070;s17:+0.002;s27:-0.104
llama32_3b,P8_anomaly_location,macro_f1,final,pretrained_minus_random,3,0.1554,0.1701,0.1554,-0.0147,-0.1049,0.0635,,s7:+0.063;s17:-0.003;s27:-0.105
llama32_3b,P9_changepoint_present,balanced_accuracy,final,pretrained_minus_random,3,0.9531,0.9805,0.9531,-0.0273,-0.0859,0.0156,,s7:+0.016;s17:-0.086;s27:-0.012
llama32_3b,P9_changepoint_present,macro_f1,final,pretrained_minus_random,3,0.9531,0.9805,0.9531,-0.0274,-0.0861,0.0156,,s7:+0.016;s17:-0.086;s27:-0.012
mistral_7b_v03,P10_changepoint_location,balanced_accuracy,n/a,handcrafted,6,,,0.1859,,,,,
mistral_7b_v03,P10_changepoint_location,macro_f1,n/a,handcrafted,6,,,0.1824,,,,,
mistral_7b_v03,P1_trend_direction,balanced_accuracy,n/a,handcrafted,6,,,0.4849,,,,,
mistral_7b_v03,P1_trend_direction,macro_f1,n/a,handcrafted,6,,,0.4841,,,,,
mistral_7b_v03,P2_trend_strength,balanced_accuracy,n/a,handcrafted,6,,,0.4258,,,,,
mistral_7b_v03,P2_trend_strength,macro_f1,n/a,handcrafted,6,,,0.4253,,,,,
mistral_7b_v03,P2b_trend_strength_reg,r2,n/a,handcrafted,6,,,0.319,,,,,
mistral_7b_v03,P2b_trend_strength_reg,nmae,n/a,handcrafted,6,,,0.6699,,,,,
mistral_7b_v03,P3_periodicity_present,balanced_accuracy,n/a,handcrafted,6,,,0.9986,,,,,
mistral_7b_v03,P3_periodicity_present,macro_f1,n/a,handcrafted,6,,,0.999,,,,,
mistral_7b_v03,P4_dominant_period,balanced_accuracy,n/a,handcrafted,6,,,0.977,,,,,
mistral_7b_v03,P4_dominant_period,macro_f1,n/a,handcrafted,6,,,0.9772,,,,,
mistral_7b_v03,P4b_dominant_period_reg,r2,n/a,handcrafted,6,,,0.9213,,,,,
mistral_7b_v03,P4b_dominant_period_reg,nmae,n/a,handcrafted,6,,,0.2233,,,,,
mistral_7b_v03,P5_local_dependence,balanced_accuracy,n/a,handcrafted,6,,,0.5555,,,,,
mistral_7b_v03,P5_local_dependence,macro_f1,n/a,handcrafted,6,,,0.5362,,,,,
mistral_7b_v03,P5b_local_dependence_reg,r2,n/a,handcrafted,6,,,0.6624,,,,,
mistral_7b_v03,P5b_local_dependence_reg,nmae,n/a,handcrafted,6,,,0.4572,,,,,
mistral_7b_v03,P6_noise_level,balanced_accuracy,n/a,handcrafted,6,,,0.5013,,,,,
mistral_7b_v03,P6_noise_level,macro_f1,n/a,handcrafted,6,,,0.4413,,,,,
mistral_7b_v03,P7_anomaly_present,balanced_accuracy,n/a,handcrafted,6,,,0.7292,,,,,
mistral_7b_v03,P7_anomaly_present,macro_f1,n/a,handcrafted,6,,,0.7283,,,,,
mistral_7b_v03,P8_anomaly_location,balanced_accuracy,n/a,handcrafted,6,,,0.1508,,,,,
mistral_7b_v03,P8_anomaly_location,macro_f1,n/a,handcrafted,6,,,0.1364,,,,,
mistral_7b_v03,P9_changepoint_present,balanced_accuracy,n/a,handcrafted,6,,,0.8581,,,,,
mistral_7b_v03,P9_changepoint_present,macro_f1,n/a,handcrafted,6,,,0.858,,,,,
mistral_7b_v03,P10_changepoint_location,balanced_accuracy,L1,pretrained_minus_random,3,0.2572,0.3183,0.2572,-0.0611,-0.0719,-0.0501,,s7:-0.061;s17:-0.050;s27:-0.072
mistral_7b_v03,P10_changepoint_location,macro_f1,L1,pretrained_minus_random,3,0.2548,0.3153,0.2548,-0.0605,-0.0731,-0.0451,,s7:-0.063;s17:-0.045;s27:-0.073
mistral_7b_v03,P1_trend_direction,balanced_accuracy,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
mistral_7b_v03,P1_trend_direction,macro_f1,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
mistral_7b_v03,P2_trend_strength,balanced_accuracy,L1,pretrained_minus_random,3,0.2995,0.3672,0.2995,-0.0677,-0.1628,0.0287,,s7:-0.069;s17:+0.029;s27:-0.163
mistral_7b_v03,P2_trend_strength,macro_f1,L1,pretrained_minus_random,3,0.2913,0.3612,0.2913,-0.07,-0.1631,0.035,,s7:-0.082;s17:+0.035;s27:-0.163
mistral_7b_v03,P2b_trend_strength_reg,r2,L1,pretrained_minus_random,3,-0.2939,-0.852,-0.2939,0.5581,0.294,0.7706,,s7:+0.610;s17:+0.771;s27:+0.294
mistral_7b_v03,P2b_trend_strength_reg,nmae,L1,pretrained_minus_random,3,0.9112,1.1035,0.9112,-0.1922,-0.2327,-0.1189,,s7:-0.225;s17:-0.233;s27:-0.119
mistral_7b_v03,P3_periodicity_present,balanced_accuracy,L1,pretrained_minus_random,3,0.95,0.9507,0.95,-0.0007,-0.025,0.0333,,s7:+0.033;s17:-0.025;s27:-0.010
mistral_7b_v03,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9399,0.9455,0.9399,-0.0056,-0.0354,0.0365,,s7:+0.037;s17:-0.035;s27:-0.018
mistral_7b_v03,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.1829,0.2641,0.1829,-0.0812,-0.1012,-0.058,,s7:-0.101;s17:-0.084;s27:-0.058
mistral_7b_v03,P4_dominant_period,macro_f1,L1,pretrained_minus_random,3,0.1681,0.2622,0.1681,-0.0941,-0.1112,-0.0615,,s7:-0.109;s17:-0.111;s27:-0.061
mistral_7b_v03,P4b_dominant_period_reg,r2,L1,pretrained_minus_random,3,0.0166,-0.1392,0.0166,0.1557,-0.0367,0.4847,,s7:+0.019;s17:+0.485;s27:-0.037
mistral_7b_v03,P4b_dominant_period_reg,nmae,L1,pretrained_minus_random,3,0.7741,0.8503,0.7741,-0.0762,-0.1918,-0.0004,,s7:-0.036;s17:-0.192;s27:-0.000
mistral_7b_v03,P5_local_dependence,balanced_accuracy,L1,pretrained_minus_random,3,0.2646,0.2908,0.2646,-0.0262,-0.042,-0.0115,,s7:-0.011;s17:-0.042;s27:-0.025
mistral_7b_v03,P5_local_dependence,macro_f1,L1,pretrained_minus_random,3,0.263,0.2888,0.263,-0.0258,-0.0516,-0.0004,,s7:-0.000;s17:-0.052;s27:-0.025
mistral_7b_v03,P5b_local_dependence_reg,r2,L1,pretrained_minus_random,3,-0.3348,-0.646,-0.3348,0.3112,0.2076,0.4119,,s7:+0.412;s17:+0.314;s27:+0.208
mistral_7b_v03,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,0.9453,1.036,0.9453,-0.0907,-0.1151,-0.0738,,s7:-0.115;s17:-0.083;s27:-0.074
mistral_7b_v03,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3644,0.4335,0.3644,-0.0691,-0.1221,-0.0377,,s7:-0.122;s17:-0.038;s27:-0.047
mistral_7b_v03,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.3237,0.4289,0.3237,-0.1051,-0.1491,-0.0695,,s7:-0.149;s17:-0.097;s27:-0.069
mistral_7b_v03,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.5651,0.5755,0.5651,-0.0104,-0.0352,0.0117,,s7:-0.035;s17:-0.008;s27:+0.012
mistral_7b_v03,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5643,0.5751,0.5643,-0.0108,-0.0343,0.01,,s7:-0.034;s17:-0.008;s27:+0.010
mistral_7b_v03,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.1643,0.169,0.1643,-0.0047,-0.0341,0.0118,,s7:+0.012;s17:-0.034;s27:+0.008
mistral_7b_v03,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.1538,0.1688,0.1538,-0.015,-0.0478,0.0111,,s7:-0.008;s17:-0.048;s27:+0.011
mistral_7b_v03,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9362,0.9349,0.9362,0.0013,-0.0156,0.0273,,s7:-0.008;s17:-0.016;s27:+0.027
