model,task,metric,layer,init,n_seeds,pre_mean,rnd_mean,mean,delta,ci_lo,ci_hi,q_value,per_seed_delta
deepseek_v2_lite,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9437,0.9234,0.9437,0.0203,-0.0058,0.0362,,s7:+0.031;s17:+0.036;s27:-0.006
deepseek_v2_lite,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.2376,0.2764,0.2376,-0.0388,-0.0557,-0.0055,,s7:-0.005;s17:-0.055;s27:-0.056
deepseek_v2_lite,P4_dominant_period,macro_f1,L1,pretrained_minus_random,3,0.2338,0.2742,0.2338,-0.0405,-0.0651,-0.0073,,s7:-0.007;s17:-0.049;s27:-0.065
deepseek_v2_lite,P4b_dominant_period_reg,r2,L1,pretrained_minus_random,3,0.0223,-0.7294,0.0223,0.7518,0.0362,1.4462,,s7:+0.773;s17:+0.036;s27:+1.446
deepseek_v2_lite,P4b_dominant_period_reg,nmae,L1,pretrained_minus_random,3,0.7683,1.0366,0.7683,-0.2683,-0.4855,-0.0206,,s7:-0.299;s17:-0.021;s27:-0.486
deepseek_v2_lite,P5_local_dependence,balanced_accuracy,L1,pretrained_minus_random,3,0.2889,0.2892,0.2889,-0.0003,-0.0712,0.0734,,s7:-0.003;s17:-0.071;s27:+0.073
deepseek_v2_lite,P5_local_dependence,macro_f1,L1,pretrained_minus_random,3,0.2767,0.286,0.2767,-0.0094,-0.084,0.0685,,s7:-0.013;s17:-0.084;s27:+0.069
deepseek_v2_lite,P5b_local_dependence_reg,r2,L1,pretrained_minus_random,3,-0.45,-1.1222,-0.45,0.6722,0.5856,0.7591,,s7:+0.586;s17:+0.759;s27:+0.672
deepseek_v2_lite,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,0.9821,1.1742,0.9821,-0.1921,-0.2129,-0.1589,,s7:-0.204;s17:-0.213;s27:-0.159
deepseek_v2_lite,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3434,0.4027,0.3434,-0.0593,-0.0866,-0.0206,,s7:-0.071;s17:-0.087;s27:-0.021
deepseek_v2_lite,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.312,0.4015,0.312,-0.0895,-0.1161,-0.049,,s7:-0.103;s17:-0.116;s27:-0.049
deepseek_v2_lite,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.556,0.5807,0.556,-0.0247,-0.0508,0.0078,,s7:-0.051;s17:-0.031;s27:+0.008
deepseek_v2_lite,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5537,0.5769,0.5537,-0.0232,-0.0409,0.0031,,s7:-0.041;s17:-0.032;s27:+0.003
deepseek_v2_lite,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.1835,0.1772,0.1835,0.0063,-0.0495,0.0413,,s7:+0.041;s17:+0.027;s27:-0.050
deepseek_v2_lite,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.1827,0.1754,0.1827,0.0073,-0.0449,0.0394,,s7:+0.039;s17:+0.027;s27:-0.045
deepseek_v2_lite,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.918,0.944,0.918,-0.026,-0.0547,-0.0117,,s7:-0.012;s17:-0.055;s27:-0.012
deepseek_v2_lite,P9_changepoint_present,macro_f1,L1,pretrained_minus_random,3,0.9178,0.9439,0.9178,-0.0262,-0.0548,-0.0118,,s7:-0.012;s17:-0.055;s27:-0.012
deepseek_v2_lite,P10_changepoint_location,balanced_accuracy,L7,pretrained_minus_random,3,0.3935,0.3184,0.3935,0.0752,0.0646,0.0869,,s7:+0.074;s17:+0.087;s27:+0.065
deepseek_v2_lite,P10_changepoint_location,macro_f1,L7,pretrained_minus_random,3,0.3841,0.3125,0.3841,0.0715,0.0465,0.0867,,s7:+0.081;s17:+0.087;s27:+0.046
deepseek_v2_lite,P1_trend_direction,balanced_accuracy,L7,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_v2_lite,P1_trend_direction,macro_f1,L7,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_v2_lite,P2_trend_strength,balanced_accuracy,L7,pretrained_minus_random,3,0.3845,0.361,0.3845,0.0236,-0.0056,0.0454,,s7:-0.006;s17:+0.045;s27:+0.031
deepseek_v2_lite,P2_trend_strength,macro_f1,L7,pretrained_minus_random,3,0.3764,0.354,0.3764,0.0224,-0.0038,0.0525,,s7:-0.004;s17:+0.052;s27:+0.019
deepseek_v2_lite,P2b_trend_strength_reg,r2,L7,pretrained_minus_random,3,-0.3328,-0.6523,-0.3328,0.3195,0.1619,0.5963,,s7:+0.596;s17:+0.200;s27:+0.162
deepseek_v2_lite,P2b_trend_strength_reg,nmae,L7,pretrained_minus_random,3,0.9104,1.0416,0.9104,-0.1311,-0.2085,-0.0798,,s7:-0.209;s17:-0.080;s27:-0.105
deepseek_v2_lite,P3_periodicity_present,balanced_accuracy,L7,pretrained_minus_random,3,0.9806,0.9757,0.9806,0.0049,-0.0083,0.0146,,s7:+0.015;s17:-0.008;s27:+0.008
deepseek_v2_lite,P3_periodicity_present,macro_f1,L7,pretrained_minus_random,3,0.9842,0.9731,0.9842,0.0111,-0.0063,0.0244,,s7:+0.024;s17:-0.006;s27:+0.015
deepseek_v2_lite,P4_dominant_period,balanced_accuracy,L7,pretrained_minus_random,3,0.8354,0.4319,0.8354,0.4035,0.3678,0.4702,,s7:+0.470;s17:+0.368;s27:+0.372
deepseek_v2_lite,P4_dominant_period,macro_f1,L7,pretrained_minus_random,3,0.8363,0.4354,0.8363,0.4008,0.3676,0.4638,,s7:+0.464;s17:+0.368;s27:+0.371
deepseek_v2_lite,P4b_dominant_period_reg,r2,L7,pretrained_minus_random,3,0.9602,0.595,0.9602,0.3652,0.2169,0.4994,,s7:+0.379;s17:+0.217;s27:+0.499
deepseek_v2_lite,P4b_dominant_period_reg,nmae,L7,pretrained_minus_random,3,0.1549,0.4994,0.1549,-0.3445,-0.4185,-0.2444,,s7:-0.371;s17:-0.244;s27:-0.419
deepseek_v2_lite,P5_local_dependence,balanced_accuracy,L7,pretrained_minus_random,3,0.4743,0.3416,0.4743,0.1327,0.094,0.1522,,s7:+0.152;s17:+0.094;s27:+0.152
deepseek_v2_lite,P5_local_dependence,macro_f1,L7,pretrained_minus_random,3,0.4605,0.3381,0.4605,0.1224,0.0932,0.141,,s7:+0.141;s17:+0.093;s27:+0.133
deepseek_v2_lite,P5b_local_dependence_reg,r2,L7,pretrained_minus_random,3,0.3083,-0.5051,0.3083,0.8134,0.739,0.9289,,s7:+0.929;s17:+0.739;s27:+0.772
deepseek_v2_lite,P5b_local_dependence_reg,nmae,L7,pretrained_minus_random,3,0.655,0.9902,0.655,-0.3352,-0.3899,-0.2853,,s7:-0.390;s17:-0.285;s27:-0.330
deepseek_v2_lite,P6_noise_level,balanced_accuracy,L7,pretrained_minus_random,3,0.5047,0.4397,0.5047,0.065,0.0235,0.112,,s7:+0.112;s17:+0.023;s27:+0.059
deepseek_v2_lite,P6_noise_level,macro_f1,L7,pretrained_minus_random,3,0.5034,0.4297,0.5034,0.0737,0.0289,0.1315,,s7:+0.131;s17:+0.029;s27:+0.061
deepseek_v2_lite,P7_anomaly_present,balanced_accuracy,L7,pretrained_minus_random,3,0.7344,0.5742,0.7344,0.1602,0.1328,0.2031,,s7:+0.145;s17:+0.203;s27:+0.133
deepseek_v2_lite,P7_anomaly_present,macro_f1,L7,pretrained_minus_random,3,0.7326,0.573,0.7326,0.1596,0.1339,0.201,,s7:+0.144;s17:+0.201;s27:+0.134
deepseek_v2_lite,P8_anomaly_location,balanced_accuracy,L7,pretrained_minus_random,3,0.2449,0.1626,0.2449,0.0822,0.0637,0.1051,,s7:+0.105;s17:+0.064;s27:+0.078
deepseek_v2_lite,P8_anomaly_location,macro_f1,L7,pretrained_minus_random,3,0.2392,0.1606,0.2392,0.0786,0.0644,0.0921,,s7:+0.092;s17:+0.064;s27:+0.079
deepseek_v2_lite,P9_changepoint_present,balanced_accuracy,L7,pretrained_minus_random,3,0.9727,0.9583,0.9727,0.0143,0.0,0.0391,,s7:+0.039;s17:+0.000;s27:+0.004
deepseek_v2_lite,P9_changepoint_present,macro_f1,L7,pretrained_minus_random,3,0.9726,0.9583,0.9726,0.0144,0.0,0.0392,,s7:+0.039;s17:+0.000;s27:+0.004
deepseek_v2_lite,P10_changepoint_location,balanced_accuracy,L14,pretrained_minus_random,3,0.3427,0.3339,0.3427,0.0089,-0.0161,0.055,,s7:-0.012;s17:+0.055;s27:-0.016
deepseek_v2_lite,P10_changepoint_location,macro_f1,L14,pretrained_minus_random,3,0.3314,0.3302,0.3314,0.0013,-0.0212,0.0312,,s7:-0.006;s17:+0.031;s27:-0.021
deepseek_v2_lite,P1_trend_direction,balanced_accuracy,L14,pretrained_minus_random,3,0.9983,1.0,0.9983,-0.0017,-0.0051,0.0,,s7:-0.005;s17:+0.000;s27:+0.000
deepseek_v2_lite,P1_trend_direction,macro_f1,L14,pretrained_minus_random,3,0.9983,1.0,0.9983,-0.0017,-0.005,0.0,,s7:-0.005;s17:+0.000;s27:+0.000
deepseek_v2_lite,P2_trend_strength,balanced_accuracy,L14,pretrained_minus_random,3,0.3866,0.3431,0.3866,0.0435,-0.0113,0.0747,,s7:+0.075;s17:-0.011;s27:+0.067
deepseek_v2_lite,P2_trend_strength,macro_f1,L14,pretrained_minus_random,3,0.3798,0.3404,0.3798,0.0393,-0.0086,0.0724,,s7:+0.072;s17:-0.009;s27:+0.054
deepseek_v2_lite,P2b_trend_strength_reg,r2,L14,pretrained_minus_random,3,-0.3999,-0.5525,-0.3999,0.1526,-0.0525,0.2637,,s7:-0.053;s17:+0.247;s27:+0.264
deepseek_v2_lite,P2b_trend_strength_reg,nmae,L14,pretrained_minus_random,3,0.9425,1.0053,0.9425,-0.0627,-0.1147,0.0116,,s7:+0.012;s17:-0.085;s27:-0.115
deepseek_v2_lite,P3_periodicity_present,balanced_accuracy,L14,pretrained_minus_random,3,0.9806,0.9743,0.9806,0.0063,0.0,0.0104,,s7:+0.008;s17:+0.000;s27:+0.010
deepseek_v2_lite,P3_periodicity_present,macro_f1,L14,pretrained_minus_random,3,0.9832,0.9711,0.9832,0.0121,0.0,0.0213,,s7:+0.015;s17:+0.000;s27:+0.021
deepseek_v2_lite,P4_dominant_period,balanced_accuracy,L14,pretrained_minus_random,3,0.7805,0.4521,0.7805,0.3284,0.2587,0.4351,,s7:+0.435;s17:+0.291;s27:+0.259
deepseek_v2_lite,P4_dominant_period,macro_f1,L14,pretrained_minus_random,3,0.7798,0.4555,0.7798,0.3243,0.2522,0.4315,,s7:+0.431;s17:+0.289;s27:+0.252
deepseek_v2_lite,P4b_dominant_period_reg,r2,L14,pretrained_minus_random,3,0.9542,0.6183,0.9542,0.3358,0.2325,0.4211,,s7:+0.354;s17:+0.232;s27:+0.421
deepseek_v2_lite,P4b_dominant_period_reg,nmae,L14,pretrained_minus_random,3,0.1655,0.4782,0.1655,-0.3127,-0.3547,-0.2431,,s7:-0.355;s17:-0.243;s27:-0.340
deepseek_v2_lite,P5_local_dependence,balanced_accuracy,L14,pretrained_minus_random,3,0.4654,0.3659,0.4654,0.0995,0.0915,0.1087,,s7:+0.109;s17:+0.098;s27:+0.092
deepseek_v2_lite,P5_local_dependence,macro_f1,L14,pretrained_minus_random,3,0.4538,0.3623,0.4538,0.0915,0.0817,0.1045,,s7:+0.105;s17:+0.088;s27:+0.082
deepseek_v2_lite,P5b_local_dependence_reg,r2,L14,pretrained_minus_random,3,0.3004,-0.4397,0.3004,0.7401,0.6033,0.8216,,s7:+0.796;s17:+0.822;s27:+0.603
deepseek_v2_lite,P5b_local_dependence_reg,nmae,L14,pretrained_minus_random,3,0.6811,0.9723,0.6811,-0.2912,-0.3264,-0.2378,,s7:-0.326;s17:-0.309;s27:-0.238
deepseek_v2_lite,P6_noise_level,balanced_accuracy,L14,pretrained_minus_random,3,0.5319,0.4391,0.5319,0.0928,0.0525,0.1499,,s7:+0.150;s17:+0.076;s27:+0.053
deepseek_v2_lite,P6_noise_level,macro_f1,L14,pretrained_minus_random,3,0.5302,0.4341,0.5302,0.0961,0.0587,0.151,,s7:+0.151;s17:+0.079;s27:+0.059
deepseek_v2_lite,P7_anomaly_present,balanced_accuracy,L14,pretrained_minus_random,3,0.7865,0.599,0.7865,0.1875,0.168,0.2148,,s7:+0.168;s17:+0.215;s27:+0.180
deepseek_v2_lite,P7_anomaly_present,macro_f1,L14,pretrained_minus_random,3,0.785,0.5988,0.785,0.1861,0.1645,0.2143,,s7:+0.164;s17:+0.214;s27:+0.180
deepseek_v2_lite,P8_anomaly_location,balanced_accuracy,L14,pretrained_minus_random,3,0.2455,0.1906,0.2455,0.0549,-0.0077,0.0909,,s7:-0.008;s17:+0.082;s27:+0.091
deepseek_v2_lite,P8_anomaly_location,macro_f1,L14,pretrained_minus_random,3,0.2449,0.1889,0.2449,0.056,-0.0179,0.1012,,s7:-0.018;s17:+0.085;s27:+0.101
deepseek_v2_lite,P9_changepoint_present,balanced_accuracy,L14,pretrained_minus_random,3,0.9701,0.9583,0.9701,0.0117,0.0,0.0273,,s7:+0.027;s17:+0.000;s27:+0.008
deepseek_v2_lite,P9_changepoint_present,macro_f1,L14,pretrained_minus_random,3,0.97,0.9583,0.97,0.0118,0.0,0.0274,,s7:+0.027;s17:+0.000;s27:+0.008
deepseek_v2_lite,P10_changepoint_location,balanced_accuracy,L20,pretrained_minus_random,3,0.3459,0.3276,0.3459,0.0183,-0.0491,0.0624,,s7:+0.042;s17:-0.049;s27:+0.062
deepseek_v2_lite,P10_changepoint_location,macro_f1,L20,pretrained_minus_random,3,0.3261,0.3214,0.3261,0.0047,-0.0669,0.0431,,s7:+0.043;s17:-0.067;s27:+0.038
deepseek_v2_lite,P1_trend_direction,balanced_accuracy,L20,pretrained_minus_random,3,0.9933,1.0,0.9933,-0.0067,-0.02,0.0,,s7:-0.020;s17:+0.000;s27:+0.000
deepseek_v2_lite,P1_trend_direction,macro_f1,L20,pretrained_minus_random,3,0.9933,1.0,0.9933,-0.0067,-0.02,0.0,,s7:-0.020;s17:+0.000;s27:+0.000
deepseek_v2_lite,P2_trend_strength,balanced_accuracy,L20,pretrained_minus_random,3,0.3963,0.332,0.3963,0.0643,-0.0035,0.0992,,s7:+0.099;s17:-0.004;s27:+0.097
deepseek_v2_lite,P2_trend_strength,macro_f1,L20,pretrained_minus_random,3,0.3939,0.3275,0.3939,0.0665,0.0078,0.0993,,s7:+0.099;s17:+0.008;s27:+0.092
deepseek_v2_lite,P2b_trend_strength_reg,r2,L20,pretrained_minus_random,3,-0.5497,-0.5006,-0.5497,-0.0491,-0.1753,0.0961,,s7:-0.068;s17:-0.175;s27:+0.096
deepseek_v2_lite,P2b_trend_strength_reg,nmae,L20,pretrained_minus_random,3,0.9886,0.9867,0.9886,0.0019,-0.0448,0.032,,s7:+0.019;s17:+0.032;s27:-0.045
deepseek_v2_lite,P3_periodicity_present,balanced_accuracy,L20,pretrained_minus_random,3,0.9792,0.9778,0.9792,0.0014,-0.0021,0.0042,,s7:+0.004;s17:+0.002;s27:-0.002
deepseek_v2_lite,P3_periodicity_present,macro_f1,L20,pretrained_minus_random,3,0.9811,0.9761,0.9811,0.005,0.0,0.009,,s7:+0.009;s17:+0.000;s27:+0.006
deepseek_v2_lite,P4_dominant_period,balanced_accuracy,L20,pretrained_minus_random,3,0.766,0.4585,0.766,0.3075,0.2615,0.3973,,s7:+0.397;s17:+0.262;s27:+0.264
deepseek_v2_lite,P4_dominant_period,macro_f1,L20,pretrained_minus_random,3,0.765,0.461,0.765,0.304,0.2534,0.3973,,s7:+0.397;s17:+0.261;s27:+0.253
deepseek_v2_lite,P4b_dominant_period_reg,r2,L20,pretrained_minus_random,3,0.933,0.5738,0.933,0.3592,0.2368,0.4499,,s7:+0.391;s17:+0.237;s27:+0.450
deepseek_v2_lite,P4b_dominant_period_reg,nmae,L20,pretrained_minus_random,3,0.2011,0.5056,0.2011,-0.3044,-0.3478,-0.2315,,s7:-0.348;s17:-0.231;s27:-0.334
deepseek_v2_lite,P5_local_dependence,balanced_accuracy,L20,pretrained_minus_random,3,0.5002,0.3873,0.5002,0.1129,0.0825,0.1284,,s7:+0.128;s17:+0.082;s27:+0.128
deepseek_v2_lite,P5_local_dependence,macro_f1,L20,pretrained_minus_random,3,0.4939,0.3843,0.4939,0.1096,0.0743,0.1297,,s7:+0.130;s17:+0.074;s27:+0.125
deepseek_v2_lite,P5b_local_dependence_reg,r2,L20,pretrained_minus_random,3,0.3229,-0.3958,0.3229,0.7187,0.6812,0.7487,,s7:+0.726;s17:+0.681;s27:+0.749
deepseek_v2_lite,P5b_local_dependence_reg,nmae,L20,pretrained_minus_random,3,0.6702,0.9631,0.6702,-0.2929,-0.3133,-0.2715,,s7:-0.294;s17:-0.272;s27:-0.313
deepseek_v2_lite,P6_noise_level,balanced_accuracy,L20,pretrained_minus_random,3,0.5455,0.4323,0.5455,0.1132,0.0873,0.1479,,s7:+0.148;s17:+0.104;s27:+0.087
deepseek_v2_lite,P6_noise_level,macro_f1,L20,pretrained_minus_random,3,0.5454,0.427,0.5454,0.1184,0.0898,0.1523,,s7:+0.152;s17:+0.113;s27:+0.090
deepseek_v2_lite,P7_anomaly_present,balanced_accuracy,L20,pretrained_minus_random,3,0.7839,0.5846,0.7839,0.1992,0.1445,0.2305,,s7:+0.223;s17:+0.230;s27:+0.145
deepseek_v2_lite,P7_anomaly_present,macro_f1,L20,pretrained_minus_random,3,0.7827,0.5844,0.7827,0.1983,0.1446,0.23,,s7:+0.220;s17:+0.230;s27:+0.145
deepseek_v2_lite,P8_anomaly_location,balanced_accuracy,L20,pretrained_minus_random,3,0.2449,0.1677,0.2449,0.0772,0.0718,0.0827,,s7:+0.072;s17:+0.077;s27:+0.083
deepseek_v2_lite,P8_anomaly_location,macro_f1,L20,pretrained_minus_random,3,0.2408,0.1644,0.2408,0.0764,0.0669,0.0837,,s7:+0.067;s17:+0.079;s27:+0.084
deepseek_v2_lite,P9_changepoint_present,balanced_accuracy,L20,pretrained_minus_random,3,0.9505,0.9557,0.9505,-0.0052,-0.0117,0.0,,s7:+0.000;s17:-0.004;s27:-0.012
deepseek_v2_lite,P9_changepoint_present,macro_f1,L20,pretrained_minus_random,3,0.9505,0.9557,0.9505,-0.0052,-0.0116,0.0,,s7:+0.000;s17:-0.004;s27:-0.012
deepseek_v2_lite,P10_changepoint_location,balanced_accuracy,final,pretrained_minus_random,3,0.3329,0.349,0.3329,-0.0161,-0.0421,0.0263,,s7:+0.026;s17:-0.042;s27:-0.032
deepseek_v2_lite,P10_changepoint_location,macro_f1,final,pretrained_minus_random,3,0.3147,0.3435,0.3147,-0.0288,-0.0601,0.0103,,s7:+0.010;s17:-0.060;s27:-0.037
deepseek_v2_lite,P1_trend_direction,balanced_accuracy,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_v2_lite,P1_trend_direction,macro_f1,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_v2_lite,P2_trend_strength,balanced_accuracy,final,pretrained_minus_random,3,0.3959,0.3346,0.3959,0.0613,0.0151,0.1074,,s7:+0.061;s17:+0.015;s27:+0.107
deepseek_v2_lite,P2_trend_strength,macro_f1,final,pretrained_minus_random,3,0.391,0.3297,0.391,0.0613,0.0169,0.1049,,s7:+0.062;s17:+0.017;s27:+0.105
deepseek_v2_lite,P2b_trend_strength_reg,r2,final,pretrained_minus_random,3,-0.4287,-0.4986,-0.4287,0.07,-0.0286,0.226,,s7:+0.012;s17:-0.029;s27:+0.226
deepseek_v2_lite,P2b_trend_strength_reg,nmae,final,pretrained_minus_random,3,0.9495,0.9905,0.9495,-0.0411,-0.1171,0.0022,,s7:+0.002;s17:-0.008;s27:-0.117
deepseek_v2_lite,P3_periodicity_present,balanced_accuracy,final,pretrained_minus_random,3,0.9757,0.975,0.9757,0.0007,-0.0021,0.0042,,s7:-0.002;s17:+0.004;s27:+0.000
deepseek_v2_lite,P3_periodicity_present,macro_f1,final,pretrained_minus_random,3,0.977,0.9712,0.977,0.0059,0.0027,0.0118,,s7:+0.003;s17:+0.003;s27:+0.012
deepseek_v2_lite,P4_dominant_period,balanced_accuracy,final,pretrained_minus_random,3,0.7205,0.4625,0.7205,0.258,0.1948,0.3216,,s7:+0.322;s17:+0.258;s27:+0.195
deepseek_v2_lite,P4_dominant_period,macro_f1,final,pretrained_minus_random,3,0.7192,0.4646,0.7192,0.2546,0.1892,0.3202,,s7:+0.320;s17:+0.254;s27:+0.189
deepseek_v2_lite,P4b_dominant_period_reg,r2,final,pretrained_minus_random,3,0.9286,0.5688,0.9286,0.3598,0.207,0.4427,,s7:+0.443;s17:+0.207;s27:+0.430
deepseek_v2_lite,P4b_dominant_period_reg,nmae,final,pretrained_minus_random,3,0.2026,0.5037,0.2026,-0.3011,-0.3659,-0.2075,,s7:-0.366;s17:-0.208;s27:-0.330
deepseek_v2_lite,P5_local_dependence,balanced_accuracy,final,pretrained_minus_random,3,0.4715,0.3689,0.4715,0.1026,0.1006,0.1055,,s7:+0.102;s17:+0.101;s27:+0.106
deepseek_v2_lite,P5_local_dependence,macro_f1,final,pretrained_minus_random,3,0.4648,0.3633,0.4648,0.1014,0.0942,0.1069,,s7:+0.107;s17:+0.094;s27:+0.103
deepseek_v2_lite,P5b_local_dependence_reg,r2,final,pretrained_minus_random,3,0.3141,-0.4065,0.3141,0.7206,0.641,0.8085,,s7:+0.641;s17:+0.712;s27:+0.809
deepseek_v2_lite,P5b_local_dependence_reg,nmae,final,pretrained_minus_random,3,0.6634,0.9611,0.6634,-0.2977,-0.3188,-0.2792,,s7:-0.279;s17:-0.295;s27:-0.319
deepseek_v2_lite,P6_noise_level,balanced_accuracy,final,pretrained_minus_random,3,0.5375,0.4357,0.5375,0.1018,0.0245,0.1639,,s7:+0.164;s17:+0.024;s27:+0.117
deepseek_v2_lite,P6_noise_level,macro_f1,final,pretrained_minus_random,3,0.5363,0.4304,0.5363,0.1059,0.033,0.1672,,s7:+0.167;s17:+0.033;s27:+0.118
deepseek_v2_lite,P7_anomaly_present,balanced_accuracy,final,pretrained_minus_random,3,0.7982,0.5768,0.7982,0.2214,0.2031,0.2344,,s7:+0.234;s17:+0.227;s27:+0.203
deepseek_v2_lite,P7_anomaly_present,macro_f1,final,pretrained_minus_random,3,0.7973,0.5763,0.7973,0.221,0.2033,0.233,,s7:+0.233;s17:+0.227;s27:+0.203
deepseek_v2_lite,P8_anomaly_location,balanced_accuracy,final,pretrained_minus_random,3,0.2237,0.1621,0.2237,0.0616,0.0037,0.1015,,s7:+0.004;s17:+0.102;s27:+0.080
deepseek_v2_lite,P8_anomaly_location,macro_f1,final,pretrained_minus_random,3,0.22,0.162,0.22,0.058,-0.0063,0.0931,,s7:-0.006;s17:+0.093;s27:+0.087
deepseek_v2_lite,P9_changepoint_present,balanced_accuracy,final,pretrained_minus_random,3,0.9518,0.9544,0.9518,-0.0026,-0.0273,0.0156,,s7:+0.016;s17:+0.004;s27:-0.027
deepseek_v2_lite,P9_changepoint_present,macro_f1,final,pretrained_minus_random,3,0.9518,0.9544,0.9518,-0.0026,-0.0273,0.0157,,s7:+0.016;s17:+0.004;s27:-0.027
gemma2_2b,P10_changepoint_location,balanced_accuracy,n/a,handcrafted,6,,,0.1859,,,,,
gemma2_2b,P10_changepoint_location,macro_f1,n/a,handcrafted,6,,,0.1824,,,,,
gemma2_2b,P1_trend_direction,balanced_accuracy,n/a,handcrafted,6,,,0.4849,,,,,
gemma2_2b,P1_trend_direction,macro_f1,n/a,handcrafted,6,,,0.4841,,,,,
gemma2_2b,P2_trend_strength,balanced_accuracy,n/a,handcrafted,6,,,0.4258,,,,,
gemma2_2b,P2_trend_strength,macro_f1,n/a,handcrafted,6,,,0.4253,,,,,
gemma2_2b,P2b_trend_strength_reg,r2,n/a,handcrafted,6,,,0.319,,,,,
gemma2_2b,P2b_trend_strength_reg,nmae,n/a,handcrafted,6,,,0.6699,,,,,
gemma2_2b,P3_periodicity_present,balanced_accuracy,n/a,handcrafted,6,,,0.9986,,,,,
gemma2_2b,P3_periodicity_present,macro_f1,n/a,handcrafted,6,,,0.999,,,,,
gemma2_2b,P4_dominant_period,balanced_accuracy,n/a,handcrafted,6,,,0.977,,,,,
gemma2_2b,P4_dominant_period,macro_f1,n/a,handcrafted,6,,,0.9772,,,,,
gemma2_2b,P4b_dominant_period_reg,r2,n/a,handcrafted,6,,,0.9213,,,,,
gemma2_2b,P4b_dominant_period_reg,nmae,n/a,handcrafted,6,,,0.2233,,,,,
gemma2_2b,P5_local_dependence,balanced_accuracy,n/a,handcrafted,6,,,0.5555,,,,,
gemma2_2b,P5_local_dependence,macro_f1,n/a,handcrafted,6,,,0.5362,,,,,
gemma2_2b,P5b_local_dependence_reg,r2,n/a,handcrafted,6,,,0.6624,,,,,
gemma2_2b,P5b_local_dependence_reg,nmae,n/a,handcrafted,6,,,0.4572,,,,,
gemma2_2b,P6_noise_level,balanced_accuracy,n/a,handcrafted,6,,,0.5013,,,,,
gemma2_2b,P6_noise_level,macro_f1,n/a,handcrafted,6,,,0.4413,,,,,
gemma2_2b,P7_anomaly_present,balanced_accuracy,n/a,handcrafted,6,,,0.7292,,,,,
gemma2_2b,P7_anomaly_present,macro_f1,n/a,handcrafted,6,,,0.7283,,,,,
gemma2_2b,P8_anomaly_location,balanced_accuracy,n/a,handcrafted,6,,,0.1508,,,,,
gemma2_2b,P8_anomaly_location,macro_f1,n/a,handcrafted,6,,,0.1364,,,,,
gemma2_2b,P9_changepoint_present,balanced_accuracy,n/a,handcrafted,6,,,0.8581,,,,,
gemma2_2b,P9_changepoint_present,macro_f1,n/a,handcrafted,6,,,0.858,,,,,
gemma2_2b,P10_changepoint_location,balanced_accuracy,L1,pretrained_minus_random,3,0.2702,0.248,0.2702,0.0221,-0.0405,0.0826,,s7:+0.024;s17:-0.041;s27:+0.083
gemma2_2b,P10_changepoint_location,macro_f1,L1,pretrained_minus_random,3,0.2562,0.2406,0.2562,0.0156,-0.0389,0.0856,,s7:+0.000;s17:-0.039;s27:+0.086
gemma2_2b,P1_trend_direction,balanced_accuracy,L1,pretrained_minus_random,3,1.0,0.997,1.0,0.003,0.0,0.0091,,s7:+0.000;s17:+0.000;s27:+0.009
gemma2_2b,P1_trend_direction,macro_f1,L1,pretrained_minus_random,3,1.0,0.9966,1.0,0.0034,0.0,0.0101,,s7:+0.000;s17:+0.000;s27:+0.010
gemma2_2b,P2_trend_strength,balanced_accuracy,L1,pretrained_minus_random,3,0.2765,0.3304,0.2765,-0.0539,-0.1094,-0.0218,,s7:-0.030;s17:-0.109;s27:-0.022
gemma2_2b,P2_trend_strength,macro_f1,L1,pretrained_minus_random,3,0.2541,0.3247,0.2541,-0.0706,-0.1297,-0.0341,,s7:-0.034;s17:-0.130;s27:-0.048
gemma2_2b,P2b_trend_strength_reg,r2,L1,pretrained_minus_random,3,-0.5321,-1.0149,-0.5321,0.4828,0.22,0.9443,,s7:+0.284;s17:+0.944;s27:+0.220
gemma2_2b,P2b_trend_strength_reg,nmae,L1,pretrained_minus_random,3,0.9931,1.1149,0.9931,-0.1218,-0.2638,-0.0505,,s7:-0.050;s17:-0.264;s27:-0.051
